total_requests,slow_requests,E_pct,servers_on,avg_response_time_sec,p95_response_time_sec,p99_response_time_sec,deadline_violations,deadline_violation_rate_pct,avg_distance_km,avg_network_delay_ms,p95_network_delay_ms,p99_network_delay_ms,avg_load_balance_cv,cycle,total_replicas,cumulative_energy_joule,server_utilization
218,82,37.61467889908257,10,47.988938540814225,180.00232392447862,344.71530739493244,77,35.321100917431195,7.452491378129847,11.874320630741632,20.06227479840433,25.38674663629522,0.4967467214577654,26,106,4951702.8,1.2133333333333334
287,144,50.174216027874564,10,41.1020158191955,150.01144116383645,248.41870677673353,139,48.43205574912892,7.059020482076634,11.42348470073366,19.005796619626704,24.8108776644519,0.4523703477865379,27,100,5216401.8,1.4533333333333334
717,495,69.0376569037657,10,60.758892576308725,200.0146109874366,360.0088479550839,491,68.47977684797769,6.93327891588411,11.333301552794811,20.079655806148516,24.827288932716126,0.5196467224138449,28,132,5736059.7,1.9133333333333333
263,131,49.80988593155894,10,49.74954537707221,175.013707961155,243.81079748567353,128,48.669201520912544,7.433091679063047,11.902791520872459,20.449288309631715,28.33248821642313,0.5555435454698389,29,97,5982048.3,4.78
307,149,48.534201954397396,10,44.61747856036329,150.02378823739713,270.00957834527765,141,45.928338762214985,7.217484618115832,11.615368180878328,20.739060931736848,24.90879042719661,0.5451214003104352,30,136,6313570.5,1.7533333333333334
295,142,48.13559322033898,10,44.99763552373954,180.01444467123142,321.8167092213476,137,46.440677966101696,6.905365663765635,11.194845773440706,20.582930252527735,24.808792096156566,0.5498728280972909,31,106,6612644.1,2.046666666666667
327,170,51.98776758409786,10,44.69337743653849,150.01065610999652,261.81907075924266,161,49.235474006116206,7.062923375315411,11.420249994149463,19.83727173393023,23.969323523552784,0.5531281485470821,32,119,6914748.899999999,1.9666666666666666
418,235,56.2200956937799,10,46.85750846320171,160.01229506031274,300.0146007430935,221,52.87081339712919,6.3830192379480115,10.618511048607703,22.344617495615857,25.67406682308719,0.4746805536355808,33,136,7310590.499999999,2.18
349,198,56.73352435530086,10,57.223075472001796,246.01417536876,426.01572905575244,194,55.587392550143264,6.753873272084236,11.041088047651298,19.2248168176556,24.032948378783512,0.6525598898161482,34,96,7578292.199999999,2.7866666666666666
354,199,56.21468926553672,10,57.85318389402349,215.26084411808102,468.81217321588304,197,55.64971751412429,6.968970190815158,11.375984418971639,19.109831330060697,21.77100100810835,0.6311994477764024,35,94,7888531.799999999,2.3266666666666667
422,243,57.58293838862559,10,49.324153036272534,164.7595624515203,300.0108904036114,234,55.45023696682465,7.017118866136584,11.356827741737957,21.707502936084385,25.38674663629522,0.46045809051465897,36,125,8268322.499999999,2.36
412,235,57.03883495145631,10,55.009136400450146,200.01440132745702,450.019028554441,225,54.61165048543689,7.195628552693641,11.56358491616404,22.497566826229704,24.650556119148227,0.5568127973008347,37,120,8623804.5,2.8133333333333335
381,205,53.805774278215225,10,51.113241778101354,160.0144538279485,456.00890758339875,199,52.23097112860892,6.597643462992498,10.87957337694264,20.675509822399302,26.011619910788003,0.6166541646868919,38,124,8982769.5,2.7466666666666666
438,271,61.87214611872146,10,53.53173871216967,225.01034595020764,431.5135708287717,267,60.95890410958904,6.873674929449801,11.190766964187384,19.584923544565452,24.12523006715627,0.5500631186343949,39,112,9297176.7,2.54
415,224,53.975903614457835,10,47.610468214684175,164.50889918359783,240.01556749620258,213,51.325301204819276,6.280206401823491,10.468214684180921,20.906294006301465,25.799089583645532,0.5361099863161195,40,138,9710403.0,2.92
424,250,58.9622641509434,10,47.14785460218449,160.0172722527737,338.5082585054937,242,57.075471698113205,6.741362486683246,11.062149354296137,19.920917742341537,25.25807136447202,0.5674490685655335,41,111,10046657.7,2.7666666666666666
387,220,56.84754521963824,10,48.75811921711344,165.91312923321172,241.41097579623752,213,55.03875968992248,6.994651412428699,11.349191273640361,20.19787709915341,25.416183935871903,0.559722480626695,42,128,10403615.1,2.8266666666666667
441,275,62.358276643990926,10,49.22419263018294,195.0113019981794,300.00942544888005,267,60.54421768707483,6.791768461074885,11.040702745303003,20.85999474345337,24.910454170073816,0.5659229753572593,43,113,10716920.1,2.58
