total_requests,slow_requests,E_pct,servers_on,avg_response_time_sec,p95_response_time_sec,p99_response_time_sec,deadline_violations,deadline_violation_rate_pct,avg_distance_km,avg_network_delay_ms,p95_network_delay_ms,p99_network_delay_ms,avg_load_balance_cv,cycle,total_replicas,cumulative_energy_joule,server_utilization
409,212,51.83374083129584,10,37.813012106743685,120.01880422528723,209.20802087744775,207,50.61124694376528,6.668194235687768,11.056116523633126,19.161138407247577,23.297460815397947,0.5913372228521456,56,150,16976247.599999998,2.56
359,178,49.58217270194986,10,39.76809501334893,150.0069307796682,210.01156805049828,171,47.63231197771588,6.1517541026598215,10.434846218015773,19.36477788664643,24.28885062447623,0.5253347211211401,57,150,17305478.4,2.7266666666666666
416,229,55.04807692307692,10,41.90276037928059,150.00925846957588,240.01907949699248,223,53.60576923076923,6.62412157688623,10.933456203658912,20.059279977426396,25.38674663629522,0.5850073162071416,58,141,17656594.5,2.3933333333333335
402,212,52.7363184079602,10,39.66468128190687,134.50990927880858,249.9116090641348,209,51.99004975124378,6.115439641593197,10.452426185475643,18.14216636160599,23.487950650474392,0.5423605355964589,59,142,18010806.3,2.7733333333333334
394,212,53.807106598984774,10,41.211597278170224,136.75820278510628,181.41411217658958,207,52.53807106598985,6.721586376183735,11.089663957026238,18.8709961210911,24.162002890795705,0.6066120536056335,60,142,18346638.6,2.68
421,237,56.294536817102134,10,44.195888349604736,150.00762914746156,196.01195833620974,230,54.63182897862233,6.26316912446381,10.615190459838233,19.54092924074859,22.463887611127923,0.5627631601803174,61,143,18710440.8,2.6266666666666665
396,199,50.25252525252525,10,38.318843055979976,140.010548128607,201.2611231927785,190,47.97979797979798,6.434312475201135,10.762247899169472,20.73359697954896,24.032948378783512,0.47721219558192446,62,144,19089859.8,2.8066666666666666
436,242,55.5045871559633,10,45.13442550563031,150.00809992225345,266.26020350781886,235,53.89908256880734,6.2971480898488466,10.572294621128716,18.891009615589226,24.43439341002056,0.5607619492144723,63,144,19464409.2,2.64
382,193,50.52356020942408,10,38.510659700081135,120.0118755524104,200.00818818673977,184,48.167539267015705,6.372409138726834,10.659700081139404,18.76751433514131,24.310326559143125,0.5021930146265151,64,141,19826037.599999998,2.9066666666666667
438,243,55.47945205479452,10,43.47642339318915,150.00645591730796,240.01181034351322,239,54.5662100456621,6.438716165560292,10.669968531617453,19.080792327340323,24.761897791696004,0.5656460862585149,65,142,20194912.499999996,2.546666666666667
398,213,53.517587939698494,10,40.33753868069792,140.00775142966273,240.31489351143466,206,51.75879396984924,6.651845442417526,10.905514868771661,22.09720273173552,25.39305462906165,0.5102553685284309,66,142,20538524.699999996,2.92
405,217,53.58024691358025,10,40.53883083409252,148.00939031446745,278.4006262547319,213,52.592592592592595,6.2835787155833165,10.435772364133662,18.259835576478945,24.650223451980562,0.5540613048921169,67,143,20883009.599999994,2.6533333333333333
448,250,55.80357142857143,10,44.72001724003739,150.01594075553788,210.01601954404865,246,54.910714285714285,6.033059456702905,10.19581146596522,17.6958317817563,24.403652874711995,0.5818196676908706,68,143,21261710.099999994,2.7
417,236,56.594724220623505,10,37.8907924763236,128.0102122246713,237.60843057616415,229,54.91606714628298,6.3489153104817415,10.696553062206085,21.09466508353387,24.76825258747075,0.5323120117019124,69,145,21615788.099999994,2.986666666666667
422,231,54.73933649289099,10,42.357252695905125,150.00664294990233,207.90816001062043,218,51.65876777251185,6.990701920842072,11.281131924087255,21.739669366057395,25.26926051854362,0.5083184457335799,70,145,21995277.299999993,2.78
433,240,55.42725173210162,10,40.354712819878436,140.01068636687057,206.8109456967354,233,53.81062355658199,6.300102080823815,10.601965374967625,18.595423486124755,24.983061334170767,0.5920120043246346,71,145,22351192.19999999,2.8133333333333335
378,188,49.735449735449734,10,34.63790817593639,100.77241291093756,186.90943597625798,182,48.148148148148145,6.6405559737039495,10.92404895226379,20.785633167926473,25.18295384390243,0.5014609942068389,72,142,22682264.999999993,2.8866666666666667
422,232,54.976303317535546,10,42.23614435364395,150.00882967796275,295.8069786389192,224,53.08056872037915,6.7612929489983085,11.025870231635073,21.021529394032214,24.692687404760882,0.5505315753426575,73,144,23066841.89999999,2.52
447,257,57.49440715883669,10,42.83885567553449,150.02477133365065,286.20781738491786,247,55.257270693512304,6.758103865782003,11.115183364465672,21.058346634116162,24.650556119148227,0.6063319156089182,74,150,23455343.39999999,2.8133333333333335
394,209,53.045685279187815,10,36.11772214516003,120.00229171580919,175.35889939083,205,52.03045685279188,6.762327217483332,11.123160388458697,19.36477788664643,24.662633872298223,0.5399094876806982,75,150,23795964.29999999,2.98
375,194,51.733333333333334,10,42.861777991988745,150.01312644660618,206.52294764442058,185,49.333333333333336,6.757041973789708,11.11132532207272,21.44201453033516,24.965897661645602,0.5067575045664006,76,150,24164930.39999999,2.6266666666666665
474,280,59.07172995780591,10,44.3276131817654,160.00981086418238,270.01113444454734,272,57.38396624472574,6.783050499425304,11.157485562863823,20.741402625531656,25.38674663629522,0.6036845116981241,77,142,24549911.999999993,2.5
422,229,54.2654028436019,10,45.51836018220593,160.00756205830857,247.9095488417879,222,52.60663507109005,6.838882164882559,11.251177466588967,21.74996005432562,24.105850912597994,0.5602989126589024,78,143,24936794.099999994,3.16
432,240,55.55555555555556,10,39.81631201981665,122.26095551587439,206.9146444764538,231,53.47222222222222,6.505124468245634,10.756464261091022,20.51291244162461,23.525629994387465,0.5235069267527116,79,144,25314119.099999994,2.8133333333333335
444,247,55.630630630630634,10,44.25196632867217,150.0070654219961,200.0155307325911,238,53.6036036036036,6.628364783521692,10.975337681175217,19.36477788664643,23.78823739712686,0.5562308218238217,80,141,25693842.899999995,2.88
421,221,52.49406175771971,10,38.6214602728128,125.0082919895493,180.022966584681,212,50.3562945368171,6.683921053609884,11.008966399495009,21.34203954086951,24.612500781062202,0.5056492853050688,81,150,26086234.799999993,2.96
395,203,51.392405063291136,10,38.249029439483515,120.0111099910599,200.00951961847986,193,48.860759493670884,6.792711491952271,11.054755939208839,21.819580485166917,24.792255091759163,0.493986661252503,82,145,26437377.899999995,2.8066666666666666
343,167,48.68804664723032,10,34.32901840325458,120.01229290722173,150.01297439955044,161,46.93877551020408,6.915481827903491,11.234146694817358,20.51291244162461,24.28838225589924,0.5165807808652053,83,147,26769605.999999996,2.6333333333333333
353,177,50.141643059490086,10,34.53817880647238,120.00671416009756,150.01279441344062,171,48.44192634560906,6.888288554055927,11.266625169262632,19.53903348826352,24.69186387943616,0.47112551586232304,84,140,27082203.899999995,2.2866666666666666
333,152,45.645645645645644,10,33.56372523837869,120.00972321642973,180.00929562822296,143,42.94294294294294,6.818171495122842,11.172685826131056,21.59526901871876,24.81322653526942,0.4678065058708854,85,142,27410862.299999993,2.3533333333333335
374,189,50.53475935828877,10,41.04656968640494,131.76028678980637,210.8141985213587,181,48.39572192513369,7.399814021517861,11.81032811617132,22.824636787308734,24.827288932716126,0.5305929516404693,86,142,27760790.399999995,2.22
313,143,45.68690095846645,10,35.04321255377601,120.0053498582554,158.80956875242188,135,43.13099041533546,6.887120283718257,11.26367198687114,21.59526901871876,24.36327616123025,0.43680517818722414,87,141,28080491.099999994,2.493333333333333
308,139,45.12987012987013,10,35.507971009138764,120.00696381900094,179.6590635796916,132,42.857142857142854,6.918742844874529,11.217762385519922,21.642033150954436,25.748816688672854,0.5073126692754817,88,142,28414655.699999996,2.0866666666666664
318,145,45.59748427672956,10,31.322005251359844,100.01283126695675,150.00992988952157,143,44.9685534591195,6.391804130002715,10.684496642854667,19.381562634893843,23.288381886380318,0.5035939154291732,89,142,28710247.799999997,2.0533333333333332
292,123,42.12328767123287,10,33.925750992859065,120.01716597793461,181.81555655788821,116,39.726027397260275,7.017259773153071,11.367431215233294,20.615733024382777,25.59701306184297,0.5052770951783613,90,142,29033636.099999998,2.12
362,182,50.27624309392265,10,40.70985275004854,149.5129639071302,243.9099039922237,179,49.447513812154696,6.607648952606403,10.957722424230692,19.66964137010467,24.650556119148227,0.5412144596055424,91,142,29361263.7,1.9466666666666668
826,591,71.5496368038741,10,53.776206495744844,180.00708311186645,247.510916003928,583,70.58111380145279,6.715099499869045,11.073323832017177,20.550417173416367,24.57249862027503,0.4415707439156634,92,143,29886084.599999998,2.4133333333333336
303,132,43.56435643564357,10,31.84608491179559,120.00759357407813,159.80926576621403,125,41.254125412541256,6.7638581172173575,11.101413445758205,21.688797283190112,24.638294874428787,0.393831810064475,93,143,30193182.299999997,5.506666666666667
261,109,41.76245210727969,10,33.949317300875755,120.00863284577245,244.00990186558917,103,39.46360153256705,6.279092798701555,10.619982868091116,21.036272908163827,24.3320338162764,0.5505823398225939,94,143,30490113.9,2.02
207,71,34.29951690821256,10,33.05507665232734,114.01102900875232,178.80892724810596,64,30.917874396135264,7.146296138096426,11.59839145775878,21.415331149123745,24.338997457607228,0.45133614922888443,95,150,30787883.099999998,1.74
