id,BTSID,StartTime,EndTime,Lat,Long,ServiceID,ServiceResource,ServiceExecutionTime,startSec,user_id,month,date,weekday,only_date
38,653,2014-06-14 00:02:05,2014-06-14 00:02:30,31.280867,121.656939,8,7.0,25,122,2510,201406,14,5,2014-06-14
39,622,2014-06-14 00:02:10,2014-06-14 00:02:17,31.153746,121.504388,4,1.5,7,127,1124,201406,14,5,2014-06-14
40,529,2014-06-14 00:02:17,2014-06-14 00:02:32,31.159304,121.358718,6,2.0,15,134,8927,201406,14,5,2014-06-14
41,401,2014-06-14 00:02:19,2014-06-14 00:02:21,31.326138,121.48973,2,0.5,2,136,1492,201406,14,5,2014-06-14
42,253,2014-06-14 00:02:23,2014-06-14 00:03:13,31.368461,121.372259,11,11.0,50,140,1303,201406,14,5,2014-06-14
43,1290,2014-06-14 00:02:23,2014-06-14 00:02:30,31.228852,121.541643,4,1.5,7,140,1878,201406,14,5,2014-06-14
44,1179,2014-06-14 00:02:26,2014-06-14 00:02:41,31.300493,121.323029,6,2.0,15,143,4822,201406,14,5,2014-06-14
45,716,2014-06-14 00:02:43,2014-06-14 00:03:23,31.256151,121.557845,10,10.0,40,160,7881,201406,14,5,2014-06-14
46,558,2014-06-14 00:02:48,2014-06-14 00:02:50,31.320121,121.459018,2,0.5,2,165,2484,201406,14,5,2014-06-14
47,489,2014-06-14 00:02:48,2014-06-14 00:02:52,31.282514,121.343407,3,0.8,4,165,4963,201406,14,5,2014-06-14
48,214,2014-06-14 00:02:49,2014-06-14 00:03:04,31.147783,121.366475,6,2.0,15,166,138,201406,14,5,2014-06-14
49,440,2014-06-14 00:02:54,2014-06-14 00:03:19,31.277512,121.287969,7,4.0,25,171,355,201406,14,5,2014-06-14
50,529,2014-06-14 00:02:59,2014-06-14 00:03:24,31.159304,121.358718,8,7.0,25,176,6842,201406,14,5,2014-06-14
51,575,2014-06-14 00:03:00,2014-06-14 00:03:07,31.367578,121.31858,4,1.5,7,177,4091,201406,14,5,2014-06-14
52,696,2014-06-14 00:03:00,2014-06-14 00:03:30,31.202883,121.476296,9,10.0,30,177,2379,201406,14,5,2014-06-14
53,556,2014-06-14 00:03:05,2014-06-14 00:03:35,31.044667,121.46191,9,10.0,30,182,724,201406,14,5,2014-06-14
54,493,2014-06-14 00:03:05,2014-06-14 00:03:35,31.150483,121.491401,9,10.0,30,182,1878,201406,14,5,2014-06-14
55,808,2014-06-14 00:03:08,2014-06-14 00:03:10,31.26748,121.57859,2,0.5,2,185,5473,201406,14,5,2014-06-14
56,573,2014-06-14 00:03:10,2014-06-14 00:03:40,31.094914,121.43682,9,10.0,30,187,1187,201406,14,5,2014-06-14
57,575,2014-06-14 00:03:14,2014-06-14 00:03:54,31.367578,121.31858,10,10.0,40,191,4091,201406,14,5,2014-06-14
58,665,2014-06-14 00:03:21,2014-06-14 00:03:36,31.077825,121.33981,6,2.0,15,198,878,201406,14,5,2014-06-14
59,794,2014-06-14 00:03:24,2014-06-14 00:03:34,31.242365,121.503571,5,2.0,10,201,177,201406,14,5,2014-06-14
60,562,2014-06-14 00:03:25,2014-06-14 00:03:26,31.254111,121.408424,1,0.2,1,202,7866,201406,14,5,2014-06-14
61,1271,2014-06-14 00:03:36,2014-06-14 00:04:36,31.200432,121.447381,12,12.0,60,213,3812,201406,14,5,2014-06-14
62,230,2014-06-14 00:03:41,2014-06-14 00:04:21,31.254981,121.623923,10,10.0,40,218,1919,201406,14,5,2014-06-14
63,62,2014-06-14 00:03:41,2014-06-14 00:03:51,31.158843,121.127268,5,2.0,10,218,618,201406,14,5,2014-06-14
64,68,2014-06-14 00:03:43,2014-06-14 00:03:58,31.230933,121.347295,6,2.0,15,220,1159,201406,14,5,2014-06-14
65,544,2014-06-14 00:03:51,2014-06-14 00:03:53,31.048845,121.231719,2,0.5,2,228,8599,201406,14,5,2014-06-14
66,289,2014-06-14 00:03:56,2014-06-14 00:04:03,31.260835,121.366953,4,1.5,7,233,1422,201406,14,5,2014-06-14
67,98,2014-06-14 00:04:02,2014-06-14 00:04:32,31.158515,121.1384,9,10.0,30,239,7739,201406,14,5,2014-06-14
68,1041,2014-06-14 00:04:06,2014-06-14 00:04:31,31.3691,121.415317,8,7.0,25,243,7847,201406,14,5,2014-06-14
69,736,2014-06-14 00:04:12,2014-06-14 00:04:13,31.156874,121.348458,1,0.2,1,249,1775,201406,14,5,2014-06-14
70,676,2014-06-14 00:04:13,2014-06-14 00:04:15,31.318369,121.407014,2,0.5,2,250,1401,201406,14,5,2014-06-14
71,577,2014-06-14 00:04:17,2014-06-14 00:04:47,31.124501,121.32791,9,10.0,30,254,873,201406,14,5,2014-06-14
72,1322,2014-06-14 00:04:17,2014-06-14 00:04:32,31.201237,121.669336,6,2.0,15,254,5479,201406,14,5,2014-06-14
73,805,2014-06-14 00:04:20,2014-06-14 00:04:21,31.149689,121.531301,1,0.2,1,257,119,201406,14,5,2014-06-14
74,986,2014-06-14 00:04:25,2014-06-14 00:04:29,31.232729,121.566935,3,0.8,4,262,5563,201406,14,5,2014-06-14
75,88,2014-06-14 00:04:25,2014-06-14 00:04:50,30.74139,121.380141,8,7.0,25,262,1250,201406,14,5,2014-06-14
76,1428,2014-06-14 00:04:27,2014-06-14 00:05:37,31.19458,121.436178,13,14.0,70,264,5566,201406,14,5,2014-06-14
77,704,2014-06-14 00:04:34,2014-06-14 00:04:59,30.866245,121.343018,7,4.0,25,271,1220,201406,14,5,2014-06-14
78,25,2014-06-14 00:04:34,2014-06-14 00:05:04,31.231508,121.577691,9,10.0,30,271,2062,201406,14,5,2014-06-14
79,220,2014-06-14 00:04:34,2014-06-14 00:04:35,31.160079,121.37079,1,0.2,1,271,7219,201406,14,5,2014-06-14
80,883,2014-06-14 00:04:35,2014-06-14 00:05:45,31.313065,121.417971,13,14.0,70,272,1301,201406,14,5,2014-06-14
81,171,2014-06-14 00:04:39,2014-06-14 00:04:41,31.098558,121.377147,2,0.5,2,276,725,201406,14,5,2014-06-14
82,1414,2014-06-14 00:04:42,2014-06-14 00:04:46,31.052639,121.761696,3,0.8,4,279,2731,201406,14,5,2014-06-14
83,50,2014-06-14 00:04:46,2014-06-14 00:05:11,31.247519,121.322265,7,4.0,25,283,5136,201406,14,5,2014-06-14
84,975,2014-06-14 00:04:47,2014-06-14 00:04:51,31.236138,121.463199,3,0.8,4,284,3039,201406,14,5,2014-06-14
85,925,2014-06-14 00:05:00,2014-06-14 00:05:25,31.294885,121.244609,8,7.0,25,297,5309,201406,14,5,2014-06-14
86,412,2014-06-14 00:05:01,2014-06-14 00:05:51,31.198952,121.70244,11,11.0,50,298,2931,201406,14,5,2014-06-14
87,258,2014-06-14 00:05:02,2014-06-14 00:05:09,31.270626,121.5908,4,1.5,7,299,2132,201406,14,5,2014-06-14
88,914,2014-06-14 00:05:07,2014-06-14 00:05:17,31.1744,121.285083,5,2.0,10,304,556,201406,14,5,2014-06-14
89,180,2014-06-14 00:05:09,2014-06-14 00:05:11,30.824298,121.363989,2,0.5,2,306,1155,201406,14,5,2014-06-14
90,134,2014-06-14 00:05:10,2014-06-14 00:05:14,31.116103,121.43571,3,0.8,4,307,5219,201406,14,5,2014-06-14
91,1427,2014-06-14 00:05:12,2014-06-14 00:05:37,31.257756,121.601633,8,7.0,25,309,4555,201406,14,5,2014-06-14
92,464,2014-06-14 00:05:12,2014-06-14 00:06:12,31.125467,121.581832,12,12.0,60,309,2861,201406,14,5,2014-06-14
93,1258,2014-06-14 00:05:14,2014-06-14 00:06:04,31.221662,121.539905,11,11.0,50,311,2042,201406,14,5,2014-06-14
94,546,2014-06-14 00:05:18,2014-06-14 00:05:19,31.311763,121.21253,1,0.2,1,315,1530,201406,14,5,2014-06-14
95,180,2014-06-14 00:05:19,2014-06-14 00:06:19,30.824298,121.363989,12,12.0,60,316,8057,201406,14,5,2014-06-14
96,1004,2014-06-14 00:05:21,2014-06-14 00:05:46,31.370992,121.177459,7,4.0,25,318,8234,201406,14,5,2014-06-14
97,925,2014-06-14 00:05:22,2014-06-14 00:05:47,31.294885,121.244609,8,7.0,25,319,5309,201406,14,5,2014-06-14
98,373,2014-06-14 00:05:23,2014-06-14 00:06:03,31.395915,121.363062,10,10.0,40,320,4459,201406,14,5,2014-06-14
99,131,2014-06-14 00:05:25,2014-06-14 00:05:27,31.038201,121.216468,2,0.5,2,322,1030,201406,14,5,2014-06-14
100,264,2014-06-14 00:05:25,2014-06-14 00:05:27,31.324464,121.387532,2,0.5,2,322,2426,201406,14,5,2014-06-14
101,420,2014-06-14 00:05:32,2014-06-14 00:05:33,30.938138,121.327668,1,0.2,1,329,852,201406,14,5,2014-06-14
102,691,2014-06-14 00:05:34,2014-06-14 00:05:44,30.898527,121.22367,5,2.0,10,331,1046,201406,14,5,2014-06-14
103,494,2014-06-14 00:05:34,2014-06-14 00:05:44,30.860668,121.470193,5,2.0,10,331,3537,201406,14,5,2014-06-14
104,243,2014-06-14 00:05:35,2014-06-14 00:05:42,31.286022,121.497436,4,1.5,7,332,115,201406,14,5,2014-06-14
105,420,2014-06-14 00:05:36,2014-06-14 00:05:40,30.938138,121.327668,3,0.8,4,333,852,201406,14,5,2014-06-14
106,220,2014-06-14 00:05:44,2014-06-14 00:05:59,31.160079,121.37079,6,2.0,15,341,7232,201406,14,5,2014-06-14
107,200,2014-06-14 00:05:47,2014-06-14 00:05:57,31.343106,121.455682,5,2.0,10,344,1317,201406,14,5,2014-06-14
108,1232,2014-06-14 00:05:57,2014-06-14 00:06:12,31.412982,121.496282,6,2.0,15,354,1573,201406,14,5,2014-06-14
109,437,2014-06-14 00:05:58,2014-06-14 00:06:05,31.182415,121.381272,4,1.5,7,355,8239,201406,14,5,2014-06-14
110,575,2014-06-14 00:05:58,2014-06-14 00:06:00,31.367578,121.31858,2,0.5,2,355,1404,201406,14,5,2014-06-14
111,1240,2014-06-14 00:05:59,2014-06-14 00:06:24,31.162463,121.364262,7,4.0,25,356,6858,201406,14,5,2014-06-14
112,89,2014-06-14 00:06:03,2014-06-14 00:06:05,31.380093,121.517779,2,0.5,2,360,1659,201406,14,5,2014-06-14
113,634,2014-06-14 00:06:05,2014-06-14 00:06:12,31.034322,121.601024,4,1.5,7,362,91,201406,14,5,2014-06-14
114,662,2014-06-14 00:06:07,2014-06-14 00:06:11,31.22135,121.391319,3,0.8,4,364,318,201406,14,5,2014-06-14
115,171,2014-06-14 00:06:12,2014-06-14 00:06:22,31.098558,121.377147,5,2.0,10,369,725,201406,14,5,2014-06-14
116,89,2014-06-14 00:06:12,2014-06-14 00:06:37,31.380093,121.517779,7,4.0,25,369,1659,201406,14,5,2014-06-14
117,1272,2014-06-14 00:06:12,2014-06-14 00:06:16,30.880562,121.486561,3,0.8,4,369,2702,201406,14,5,2014-06-14
118,689,2014-06-14 00:06:16,2014-06-14 00:06:41,31.037985,121.752781,8,7.0,25,373,1169,201406,14,5,2014-06-14
119,503,2014-06-14 00:06:16,2014-06-14 00:06:26,30.900529,121.246804,5,2.0,10,373,5635,201406,14,5,2014-06-14
120,533,2014-06-14 00:06:17,2014-06-14 00:06:42,31.248587,121.277434,8,7.0,25,374,540,201406,14,5,2014-06-14
121,533,2014-06-14 00:06:22,2014-06-14 00:06:24,31.248587,121.277434,2,0.5,2,379,540,201406,14,5,2014-06-14
122,649,2014-06-14 00:06:25,2014-06-14 00:06:26,31.186628,121.372116,1,0.2,1,382,1103,201406,14,5,2014-06-14
123,341,2014-06-14 00:06:33,2014-06-14 00:06:40,31.261563,121.376836,4,1.5,7,390,1302,201406,14,5,2014-06-14
124,533,2014-06-14 00:06:35,2014-06-14 00:07:25,31.248587,121.277434,11,11.0,50,392,3713,201406,14,5,2014-06-14
125,438,2014-06-14 00:06:38,2014-06-14 00:07:08,31.276317,121.524794,9,10.0,30,395,1645,201406,14,5,2014-06-14
126,484,2014-06-14 00:06:42,2014-06-14 00:06:57,31.382771,121.291756,6,2.0,15,399,1800,201406,14,5,2014-06-14
127,470,2014-06-14 00:06:49,2014-06-14 00:07:14,31.025763,121.541983,7,4.0,25,406,497,201406,14,5,2014-06-14
128,453,2014-06-14 00:06:50,2014-06-14 00:06:52,30.998611,121.216212,2,0.5,2,407,7697,201406,14,5,2014-06-14
129,120,2014-06-14 00:06:52,2014-06-14 00:07:32,30.746286,121.344028,10,10.0,40,409,1263,201406,14,5,2014-06-14
130,995,2014-06-14 00:06:55,2014-06-14 00:07:10,31.132833,121.17281,6,2.0,15,412,979,201406,14,5,2014-06-14
131,1012,2014-06-14 00:06:59,2014-06-14 00:07:03,31.17762,121.511042,3,0.8,4,416,1869,201406,14,5,2014-06-14
132,1012,2014-06-14 00:07:02,2014-06-14 00:07:27,31.17762,121.511042,7,4.0,25,419,1869,201406,14,5,2014-06-14
133,271,2014-06-14 00:07:06,2014-06-14 00:07:31,30.967774,121.447499,8,7.0,25,423,2836,201406,14,5,2014-06-14
134,1189,2014-06-14 00:07:09,2014-06-14 00:07:34,31.217512,121.533844,8,7.0,25,426,4355,201406,14,5,2014-06-14
135,334,2014-06-14 00:07:14,2014-06-14 00:07:16,31.007327,121.431151,2,0.5,2,431,7707,201406,14,5,2014-06-14
136,808,2014-06-14 00:07:21,2014-06-14 00:07:46,31.26748,121.57859,8,7.0,25,438,2056,201406,14,5,2014-06-14
137,863,2014-06-14 00:07:22,2014-06-14 00:07:29,31.120714,121.42693,4,1.5,7,439,456,201406,14,5,2014-06-14
138,823,2014-06-14 00:07:35,2014-06-14 00:07:50,31.301307,121.33124,6,2.0,15,452,4822,201406,14,5,2014-06-14
139,7,2014-06-14 00:07:36,2014-06-14 00:08:06,31.210033,121.405714,9,10.0,30,453,1665,201406,14,5,2014-06-14
140,1107,2014-06-14 00:07:37,2014-06-14 00:09:07,31.250339,121.440196,14,15.0,90,454,175,201406,14,5,2014-06-14
141,180,2014-06-14 00:07:39,2014-06-14 00:07:49,30.824298,121.363989,5,2.0,10,456,2850,201406,14,5,2014-06-14
142,336,2014-06-14 00:07:43,2014-06-14 00:07:58,31.111607,121.324796,6,2.0,15,460,3101,201406,14,5,2014-06-14
143,705,2014-06-14 00:07:47,2014-06-14 00:07:51,31.217516,121.452872,3,0.8,4,464,40,201406,14,5,2014-06-14
144,264,2014-06-14 00:07:51,2014-06-14 00:08:06,31.324464,121.387532,6,2.0,15,468,2426,201406,14,5,2014-06-14
145,614,2014-06-14 00:07:53,2014-06-14 00:08:43,31.275929,121.473484,11,11.0,50,470,2640,201406,14,5,2014-06-14
146,614,2014-06-14 00:08:00,2014-06-14 00:08:02,31.275929,121.473484,2,0.5,2,477,2640,201406,14,5,2014-06-14
147,357,2014-06-14 00:08:17,2014-06-14 00:08:42,31.194194,121.456589,8,7.0,25,494,365,201406,14,5,2014-06-14
148,58,2014-06-14 00:08:18,2014-06-14 00:08:43,31.066368,121.2082,7,4.0,25,495,513,201406,14,5,2014-06-14
149,423,2014-06-14 00:08:23,2014-06-14 00:08:30,31.163432,121.354451,4,1.5,7,500,31,201406,14,5,2014-06-14
150,393,2014-06-14 00:08:31,2014-06-14 00:08:56,31.33167,121.440751,8,7.0,25,508,1850,201406,14,5,2014-06-14
151,1003,2014-06-14 00:08:33,2014-06-14 00:08:37,31.270369,121.443633,3,0.8,4,510,3850,201406,14,5,2014-06-14
152,220,2014-06-14 00:08:42,2014-06-14 00:08:46,31.160079,121.37079,3,0.8,4,519,7232,201406,14,5,2014-06-14
153,220,2014-06-14 00:08:43,2014-06-14 00:08:50,31.160079,121.37079,4,1.5,7,520,7317,201406,14,5,2014-06-14
154,610,2014-06-14 00:08:45,2014-06-14 00:09:10,31.047975,121.785062,7,4.0,25,522,2993,201406,14,5,2014-06-14
155,610,2014-06-14 00:08:51,2014-06-14 00:09:21,31.047975,121.785062,9,10.0,30,528,2993,201406,14,5,2014-06-14
156,258,2014-06-14 00:09:00,2014-06-14 00:09:25,31.270626,121.5908,7,4.0,25,537,2132,201406,14,5,2014-06-14
157,162,2014-06-14 00:09:01,2014-06-14 00:09:26,30.915722,121.763195,7,4.0,25,538,2760,201406,14,5,2014-06-14
158,460,2014-06-14 00:09:05,2014-06-14 00:09:12,31.371694,121.443832,4,1.5,7,542,1371,201406,14,5,2014-06-14
159,263,2014-06-14 00:09:06,2014-06-14 00:09:07,31.015724,121.40907,1,0.2,1,543,876,201406,14,5,2014-06-14
160,248,2014-06-14 00:09:06,2014-06-14 00:09:56,31.202395,121.6278,11,11.0,50,543,262,201406,14,5,2014-06-14
161,258,2014-06-14 00:09:09,2014-06-14 00:09:11,31.270626,121.5908,2,0.5,2,546,2132,201406,14,5,2014-06-14
162,529,2014-06-14 00:09:11,2014-06-14 00:09:13,31.159304,121.358718,2,0.5,2,548,560,201406,14,5,2014-06-14
163,1240,2014-06-14 00:09:13,2014-06-14 00:09:43,31.162463,121.364262,9,10.0,30,550,6853,201406,14,5,2014-06-14
164,572,2014-06-14 00:09:26,2014-06-14 00:09:41,31.155344,121.2025,6,2.0,15,563,554,201406,14,5,2014-06-14
165,235,2014-06-14 00:09:29,2014-06-14 00:09:30,31.148848,121.314851,1,0.2,1,566,257,201406,14,5,2014-06-14
166,136,2014-06-14 00:09:33,2014-06-14 00:09:35,31.241274,121.36272,2,0.5,2,570,1445,201406,14,5,2014-06-14
167,406,2014-06-14 00:09:38,2014-06-14 00:09:40,31.365408,121.245027,2,0.5,2,575,1518,201406,14,5,2014-06-14
168,406,2014-06-14 00:09:42,2014-06-14 00:09:52,31.365408,121.245027,5,2.0,10,579,1518,201406,14,5,2014-06-14
169,107,2014-06-14 00:09:43,2014-06-14 00:09:58,31.131416,121.429704,6,2.0,15,580,4037,201406,14,5,2014-06-14
170,79,2014-06-14 00:09:47,2014-06-14 00:10:12,31.307268,121.521916,7,4.0,25,584,2431,201406,14,5,2014-06-14
171,231,2014-06-14 00:09:52,2014-06-14 00:10:22,31.2077,121.669382,9,10.0,30,589,1042,201406,14,5,2014-06-14
172,531,2014-06-14 00:09:55,2014-06-14 00:09:57,31.323091,121.364299,2,0.5,2,592,522,201406,14,5,2014-06-14
173,782,2014-06-14 00:09:59,2014-06-14 00:10:39,31.273276,121.1303,10,10.0,40,596,3695,201406,14,5,2014-06-14
174,165,2014-06-14 00:10:01,2014-06-14 00:10:41,31.127217,121.335543,10,10.0,40,598,565,201406,14,5,2014-06-14
175,200,2014-06-14 00:10:04,2014-06-14 00:10:05,31.343106,121.455682,1,0.2,1,601,1319,201406,14,5,2014-06-14
176,711,2014-06-14 00:10:10,2014-06-14 00:10:25,31.281567,121.557955,6,2.0,15,607,22,201406,14,5,2014-06-14
177,377,2014-06-14 00:10:10,2014-06-14 00:10:14,31.189335,121.781953,3,0.8,4,607,3055,201406,14,5,2014-06-14
178,211,2014-06-14 00:10:14,2014-06-14 00:10:39,31.254308,121.459288,7,4.0,25,611,69,201406,14,5,2014-06-14
179,107,2014-06-14 00:10:15,2014-06-14 00:10:30,31.131416,121.429704,6,2.0,15,612,5199,201406,14,5,2014-06-14
180,1051,2014-06-14 00:10:15,2014-06-14 00:10:22,31.217237,121.432824,4,1.5,7,612,3327,201406,14,5,2014-06-14
181,670,2014-06-14 00:10:17,2014-06-14 00:10:42,31.414938,121.486809,7,4.0,25,614,221,201406,14,5,2014-06-14
182,434,2014-06-14 00:10:24,2014-06-14 00:10:28,31.164195,121.330502,3,0.8,4,621,1185,201406,14,5,2014-06-14
183,498,2014-06-14 00:10:25,2014-06-14 00:11:05,31.201279,121.709485,10,10.0,40,622,8144,201406,14,5,2014-06-14
184,529,2014-06-14 00:10:37,2014-06-14 00:11:37,31.159304,121.358718,12,12.0,60,634,6826,201406,14,5,2014-06-14
185,367,2014-06-14 00:10:42,2014-06-14 00:11:07,31.018376,121.40507,7,4.0,25,639,7729,201406,14,5,2014-06-14
186,136,2014-06-14 00:10:43,2014-06-14 00:10:58,31.241274,121.36272,6,2.0,15,640,7961,201406,14,5,2014-06-14
187,286,2014-06-14 00:10:45,2014-06-14 00:11:35,31.228755,121.523626,11,11.0,50,642,83,201406,14,5,2014-06-14
188,670,2014-06-14 00:10:52,2014-06-14 00:11:22,31.414938,121.486809,9,10.0,30,649,221,201406,14,5,2014-06-14
189,920,2014-06-14 00:10:55,2014-06-14 00:11:05,31.039158,121.239632,5,2.0,10,652,473,201406,14,5,2014-06-14
190,446,2014-06-14 00:10:57,2014-06-14 00:10:58,31.356238,121.568226,1,0.2,1,654,1648,201406,14,5,2014-06-14
191,241,2014-06-14 00:10:57,2014-06-14 00:10:59,31.163705,121.503747,2,0.5,2,654,3557,201406,14,5,2014-06-14
192,997,2014-06-14 00:11:03,2014-06-14 00:11:04,31.116791,121.166516,1,0.2,1,660,2705,201406,14,5,2014-06-14
193,1316,2014-06-14 00:11:05,2014-06-14 00:12:05,31.024911,121.255017,12,12.0,60,662,1189,201406,14,5,2014-06-14
194,381,2014-06-14 00:11:17,2014-06-14 00:11:18,31.214209,121.659493,1,0.2,1,674,416,201406,14,5,2014-06-14
195,411,2014-06-14 00:11:18,2014-06-14 00:11:25,31.209905,121.37472,4,1.5,7,675,247,201406,14,5,2014-06-14
196,717,2014-06-14 00:11:19,2014-06-14 00:11:49,31.122978,121.704554,9,10.0,30,676,5811,201406,14,5,2014-06-14
197,791,2014-06-14 00:11:21,2014-06-14 00:11:22,31.213728,121.386102,1,0.2,1,678,7928,201406,14,5,2014-06-14
198,489,2014-06-14 00:11:22,2014-06-14 00:11:29,31.282514,121.343407,4,1.5,7,679,4963,201406,14,5,2014-06-14
199,848,2014-06-14 00:11:22,2014-06-14 00:11:32,31.032565,121.409407,5,2.0,10,679,487,201406,14,5,2014-06-14
200,1030,2014-06-14 00:11:27,2014-06-14 00:11:37,31.221876,121.687381,5,2.0,10,684,2026,201406,14,5,2014-06-14
201,848,2014-06-14 00:11:28,2014-06-14 00:11:38,31.032565,121.409407,5,2.0,10,685,487,201406,14,5,2014-06-14
202,72,2014-06-14 00:11:32,2014-06-14 00:11:36,31.117005,121.271194,3,0.8,4,689,3114,201406,14,5,2014-06-14
203,607,2014-06-14 00:11:32,2014-06-14 00:11:57,31.3397,121.298473,7,4.0,25,689,7625,201406,14,5,2014-06-14
204,61,2014-06-14 00:11:33,2014-06-14 00:12:33,31.242627,121.730079,12,12.0,60,690,2948,201406,14,5,2014-06-14
205,220,2014-06-14 00:11:41,2014-06-14 00:12:21,31.160079,121.37079,10,10.0,40,698,7219,201406,14,5,2014-06-14
206,363,2014-06-14 00:11:42,2014-06-14 00:11:44,31.133956,121.526289,2,0.5,2,699,2828,201406,14,5,2014-06-14
207,529,2014-06-14 00:11:45,2014-06-14 00:11:46,31.159304,121.358718,1,0.2,1,702,6644,201406,14,5,2014-06-14
