BCode,BTSID,Lat,Long
91,54139443c63f2b53d49d96fdf9899b2a,31.221591,121.351862
92,683ba109cd2d2108fc9f2e9d860b468f,31.221591,121.351862
93,88d3345cc765ccd52cb9e5b9bcc03c95,31.266666,121.598298
94,5dbb7c9ba426086981c62a4b0eb2fc1d,31.155403,121.57642
95,6cce12c6c44076f2dcaa5c2e21724da0,30.919334,121.475563
96,58b45a61a74a4dfc48c5101ec60e96da,31.241274,121.36272
97,9a42beb4f1b298ffa4e61fa08519ced2,31.155403,121.57642
98,90197eccb876611cb43ef8e8fd236bd5,31.251584,121.4917
99,641ebaaa2b8b7d9978235477a5bbcf21,41.677262,125.960124
100,c3bfbb926597e8491f386de34b054c59,31.209182,121.752433
101,56584052621e1464e1eacdc901d7810c,31.150662,121.434931
102,107b44c30c837425cac0df41e6c14a49,31.239025,121.551622
103,e3acecc7727f2773d83d8eb5f34f07cc,31.239025,121.551622
104,f11f7639e7a46eda6aa611d0388265a4,31.215664,121.46829
105,d78bfde09c8284c01ae0ab1f8793647a,31.355465,121.412867
106,c0a7d1f6b1f0126fceffc5947d88af88,31.301132,121.177821
107,be0231c87a1cc471ef1d88a67453ef5a,31.183857,121.637321
108,06a33a60446649d03efd0e4a990fabc9,31.03333,121.427385
109,555c369141e524e25ff3c086bd0648a3,31.03333,121.427385
110,3ded421041b41b3dc5d1e0a42eef66c1,31.154923,121.36045
111,95fc8d630d796a4902244d3dd2fec6d0,30.936752,121.470783
112,279dabf2585466b2efd6282dac0b1c94,31.154923,121.36045
113,60c55b9df83fcd58bf710f93cab3ffed,31.062583,121.44986
114,967b3c286df6edb2e9a24510ca3ffe78,31.098558,121.377147
115,c3cd9a31ceb3f018ee645bae3829530c,31.236104,121.375177
116,ec845997a3d9c5eddfc96ede92d12808,31.246106,121.443663
117,112a213eabcc5ba9c6528dd12a0df655,36.406412,102.003965
118,7a94b5ca6e18084dd0f1876f87fa8d9c,31.117005,121.271194
119,121ba6fca3037ca9b0f88abff378bf2f,31.273767,121.222048
120,b1f683a33daa5225896864babf5282ec,31.184888,121.510295
121,dd48448046b78429371ab5c68c3df675,31.264146,121.532591
122,af94ead68537453839a85d827b09c3eb,34.638922,119.467017
123,c347f2460012e7bb74706a17f9f0965c,31.112344,121.480257
124,2d38f2cdda316a97e068a6bee8eeba1d,31.158843,121.127268
125,a5b624c33cb7ff93695b3dedf882dbfc,31.321416,121.215
126,fb7700e3283d77475e911b8b861d921a,31.205839,121.462046
127,d68b565d951b18f3b302cc11c7bbd982,31.120864,121.389141
128,caff4fd5a0078aa71aa505e4d428373f,31.155848,121.383402
129,35e90459185c36f30ceed2686d988a9a,31.162282,121.426688
130,793b0b8f22557a69347a09ab42cec432,31.111396,121.379353
131,7f82dcef07de86d68ad2799e1bc152a8,31.17255,121.363745
132,0ffa369920fdcc114a62f61791e1ca83,31.114038,121.415096
133,7ab7573e2b14415cbc5a5e6556671a28,31.129955,121.336848
134,392006ffb8eafa2ff94669565ac79da9,31.171101,121.507145
135,a98ac3e530a2bbfbe3bf0cc2b08afe5c,31.203978,121.423912
