BCode,BTSID,Lat,Long
1085,13e141ab72297c421a7c1fda6621924d,31.207679,121.489691
1086,7165919815915d113f0341039fdc3fef,31.126339,121.573213
1087,fad96c85216325bb48b0d56533963cda,31.240587,121.402322
1088,4a0c6d90907bf09785b7f521410a2dae,30.79706,121.431713
1089,6b8e8ac0bd92248b5564c27e79343606,31.149677,121.729053
1090,7bf7cfdb74a183c31ef3ab07e4f0074d,31.19332,121.430385
1091,51253f4dc0d032ce841c8aa7d4a9be68,31.216526,121.326846
1092,09fa62d6b318b7426bc92bf3f84f7198,31.073134,121.317814
1093,10147724e59f117ef5b9dec6b9e2532b,31.355737,121.403678
1094,16dcd2c012a4a590ef7aeaac7791024c,31.260465,121.461228
1095,6a14d92fea3b16cb48172b04c5dbc6d3,31.228014,121.477667
1096,3334d7fe13deed1b18235c8b74cc4e7b,31.085146,121.589124
1097,7f4852840d0e1002a765cd11b989c351,31.195907,121.410659
1098,f41a91977d57cf808499a48db3a6b9ad,31.174053,121.282683
1099,a9d80ff1e11182e382c133b83d3ccee1,31.266743,121.481644
1100,a2da6c74deccbb0d2e8e85e865936285,31.312291,121.46631
1101,49c278099f949a01b0c6b8a9f71ca4c0,31.124501,121.32791
1102,90958563cc290887f9d0908b6b4815ed,31.17255,121.363745
1103,8a7f094ca1bce97c702b71750fe147cf,30.831909,121.397355
1104,9926ed622b4397bf997eaecce25a9caa,31.273451,121.681542
1105,583464895461cd7aa6046afbf673df24,31.145439,121.417433
1106,8b16f0419dea2050fda6615eb309b553,31.215081,121.481286
1107,d4cc45bef50cad2f6b809bc15bd3822d,31.307198,121.511929
1108,98c82a4ab63f0e6d4036a3da7aadf51b,31.043159,121.420296
1109,2fd0304885d5b4b1e7a1cc47ca5ff790,31.161027,121.722478
1110,2ad0b5e86245104317e12bd1fba86548,30.829105,121.180127
1111,6aaa75602a2f4e10bcaec55b23298a94,31.078791,121.422082
1112,8826c491d2e34330231e2769831904ba,31.030806,121.396875
1113,d45a0cd0cde43a1ccababac102658af4,31.279012,121.514374
1114,7a1628f1e98ed25bfaaf89194e45ec70,31.307268,121.521916
1115,5009165d05e544ca2c40d0394a30b8d7,30.998611,121.216212
1116,2395860f4e78a0cb8fd3b6169cf1cd0c,31.133956,121.526289
1117,7c09df9a5e16c3c790623020a9f8d1c6,31.222233,121.623547
1118,efdb0c85e80940b8612a52f90b22eeb5,31.087306,121.275545
1119,4c4d4ebeb86e4dfee9c73518c30d529e,31.240478,121.526884
1120,6c37d23d96b39cd41ebb244854339cc2,31.29992,121.669771
1121,a05b90e79bc88b22bf3eaca8dab3febd,31.146522,121.352501
1122,ee5f0bf3a147daefab1dfdd332994e22,31.197656,121.463533
1123,b024c5ce21a560840d9ce313844dfac6,31.140855,121.360032
1124,e4719dba90533963ee96cbf62a62d47a,31.388641,121.444174
1125,e7c87b79adcea46f748254f87d7e4431,31.181485,121.520026
1126,ec8bb01872ccd65064971926df103c80,31.242365,121.503571
1127,e825637af14f33c9af3ac0604eba1928,31.171972,121.140685
1128,18155791e8204f16fbf44075fb115f63,31.179835,121.429502
1129,675baf8b55c2a90554f11bfa31ef1e16,31.245624,121.522839
1130,d1024f229990f9b7250913d493688222,31.098558,121.377147
1131,2da68b55ba9fee0478c14e04d3eba4eb,30.824298,121.363989
1132,6657003641d98084a9893ffab013212e,30.948712,121.365593
1133,fc7dca90e4e3c35fbe74ee5f1d77f340,31.365408,121.245027
1134,4236ab3b2f8589a2cd79d4c206a8fa3b,31.285698,121.612262
1135,ecb90de18036757859cdf5cb9195146d,31.159569,121.145966
1136,1a96680d5f70e778ff1ed1358f8fa547,31.282237,121.42091
1137,3a5c79d0ef81092e53565adf0d3dccf8,31.323091,121.364299
1138,a49c54a2db6f9ccfe423f988a5c54afd,31.323091,121.364299
1139,34f48cab1ad8cff7014957e98ca638d6,31.149689,121.531301
1140,0bd581d005925cf588f7056aee0ca283,31.00948,121.4998
1141,627bc93769695e0e20670ffdba0baa9d,31.211617,121.486703
1142,ca8484c8755a16bb5a67f32dfa7fe244,31.244559,121.724977
1143,cf259a41db61078eefab43a2855c1dd9,31.03333,121.427385
1144,0010eb6cd724b3d5fda54cbba05c23f6,31.179835,121.429502
1145,e38939ef7f581ab4804b7a15bfc9e438,31.245663,121.449725
1146,e8efa9cb35767a42de46dd8cfefe8ddc,31.285698,121.612262
1147,564cb1b3f8ce38306991bc92cc649609,30.947965,121.640593
1148,9984f9a69e75353f9f2e206b20c85169,31.10366,121.420217
1149,2d479ede3af809e40fe7684546e9102c,31.23423,121.119889
1150,a9ffeabe92d63f9869ca105ba745f4d5,31.137509,121.40768
1151,6763b9c16a3ff958d3140dfdb3ddfccf,30.983966,121.737727
1152,9c6a95f2d9619ca3e7fd2188c49875f8,31.015452,121.154814
1153,7981bdb3d1f9db7ae78229ed88c918c1,31.358748,121.52806
1154,14e8bb10ddc5d765d04c6dde1c8c31b9,31.202075,121.187355
1155,324f547da284444dc45587e639862475,31.27975,121.497791
1156,c23556060e2806ad636abf5cfbd09317,31.456258,121.413525
1157,4f50c7df97d5978b66a297a1667d2d1a,31.295347,121.515155
1158,9affae39264e03d6ef1e8407c3ea23d8,31.095884,121.350551
1159,115f965dbcc3eb6814363e04c4b686de,31.108567,121.766873
1160,07afcadb5059f69025dcf89afed7fcc6,31.149689,121.531301
1161,17be380154b306a752558e3664f01666,31.155403,121.57642
1162,0037fbf514b9337a03594e0c3484cc2e,31.203978,121.423912
1163,0320480ae303283ef0e0ea794e399ac3,31.312825,121.491112
1164,ebd78b5d1a0871538a34066f2e3a32de,31.11674,121.586334
1165,561718750a4a3273b8987f2e853db7e6,31.158559,121.319801
1166,e0e9deaeaea072d7074d020411a5df87,31.157241,121.418919
1167,cc93cf83e234d56aba889371742665e3,31.203978,121.423912
1168,3aabba31cca18231d985d97059ea4c20,31.288102,121.122551
1169,a9317150b663d848b36bb019e58f47f1,30.999098,121.447826
1170,e3fc07446021b4793c288525244d7c90,31.122623,121.433813
1171,8d55c3149e9f5c8f9ea7c0cee2fcc2b2,31.131231,121.398758
1172,b622ffe433a587a4489329528ca5dded,31.334449,121.536876
1173,a7e4666a78f5ba5db363c7af31b1e024,31.273045,121.546148
1174,5539c4288d0d0e358d9562d4323ea6cb,30.730296,121.342643
1175,3a0597173c443d1ba67554e39ae8916e,31.344675,121.443963
1176,489c3a2e2e860a6999a9c0497228329f,31.298177,121.473198
1177,f9c38f82076c615bc7f16aa7d596837c,30.898595,121.030128
1178,cf775c71087880bd8ce6a04ec3132737,31.129955,121.336848
1179,9be74feabc26056661a04e2eb95b2978,31.085146,121.589124
1180,fcac7c0e17b90b809cf5fc2c0c07d05c,31.215246,121.604329
1181,4729ffccd24ea927653d4e1ff7aef33c,31.155297,121.573504
1182,f64552d3012daddaa7dbea235075bc60,31.190185,121.443475
1183,8ad6b4aff402c3441709448b8963282e,30.795602,121.152307
1184,41e90d9dcbcb05c8165916138a599693,31.096053,121.518157
1185,0a094eb4bdc3e9a9510b23aacc2bfd5e,31.038291,121.194794
1186,3c44d4a6a66b9785c1b68d03a1595f6d,31.343106,121.455682
1187,a2452ac3d7496c6a2c88414d959372b5,31.217476,121.494788
1188,6f638a7a791b1309ab4adcfc6f47db9e,31.423448,121.433415
1189,d8a051065aa88912a87171ce51506ef9,31.252404,121.435035
1190,2069bb1669fd012736be5dcd3128c4bb,31.327484,121.406697
1191,d8975370ce73ca32566fbed59dc2bde8,31.263678,121.468663
1192,0f6a2c60820d724af1841ec78a7152e6,31.250734,121.487731
1193,3318851052affd1489067125b1c33ecc,31.171972,121.140685
1194,d6dc216f9db03ee8b8519e96e9099cfa,31.264477,121.44249
1195,8c57774ec171618d07ca1a1c6ff2b7db,31.163705,121.503747
1196,612e4d8aee900eac8ca7bbcae9ba8f6d,31.337091,121.543621
1197,4122f513a8a270c1425ce0152393ee37,31.100034,121.663489
1198,10a091cb8c57ee22073b20e543923d9b,31.139657,121.298915
1199,c517ce0721467a2d8a56fc66c8aded79,31.077825,121.33981
1200,a9ba76b7ef2b544420cd576e212131c6,31.192975,121.449755
1201,3d0b2c7f9bed59ef1a3a818dfbd5de91,31.2317,121.546506
1202,41b6817ba9e82528d473579e19243a5b,30.947965,121.640593
1203,6f7e2e2f80894763e1623eac7269f6b1,31.223004,121.465956
1204,006bf788a8b098cbabf1788701a0227d,31.297281,121.505124
1205,b5e6e5c2c6591ef2ab708da7b3682886,31.326648,121.304442
1206,5483d5ef1a482e3641a5885b2cd93957,31.25821,121.479271
1207,8b963362d23d3e5964616bb2f3b8ff00,31.114038,121.415096
1208,819c35eef58a90f8f5ea3d605c0d8557,30.918205,121.509992
1209,fcd94939be3b6713b3738316d48d78cf,31.216359,121.397227
1210,0c09afa4d90a1f98d0e8c48bb895da85,31.191674,121.699103
1211,b4885362cea4c434a94742cccc19f11f,31.295335,121.555781
1212,2d87802416959124e215808bf6695d78,30.872205,121.530081
1213,fa6d3efe3ed0f6ea9a4c470280947e91,31.171101,121.507145
1214,0559e01fa7c28660794149c63a0c9ed0,31.301307,121.33124
1215,464d6d4306828a2a15bf4fde542560fa,31.221001,121.731159
1216,78cae53c92f43bc27555fb7f9a59339c,31.120714,121.42693
1217,e31a339ac0011ad31a65f21cef3152eb,31.2355,121.417315
1218,8f35acc356178cc10d0f20bd8e76272e,31.231687,121.32576
1219,7fcb506d63886ef7c718091b81279f46,31.206547,121.306923
1220,a45e24740ccbcbd79777a5d5ef21161d,30.93817,121.865652
1221,43beb5ce9e81e89f750b76bdbbce90a8,31.188821,121.387044
1222,1f36736faf2ad3362b1803ddf9552646,31.087306,121.275545
1223,fb6eb0d2c92368a9e9a0585fa95a30d1,31.30835,121.657013
1224,948cb333445b38ef027dd23864859775,31.149628,121.43924
1225,5827d41a2584692c858c6e41be498fcb,31.253394,121.389864
1226,3cd460429402384604286992c615d95c,31.208346,121.544892
1227,3508c9c3f190c049a7b0ee16489a4b63,30.922611,121.473581
1228,d693b711bad61ac9452136268494c21e,31.183323,121.447822
1229,fbedbf6739e058e9163982b459601a74,30.900529,121.246804
1230,b673bbaf6a1a88da5128891c16dc3087,31.337262,121.473928
1231,6f3e64668746e154ecbf8ffdb645c721,31.221319,121.166272
1232,64cd7ef94e6966691bd244d1a51413d7,31.120602,121.581473
1233,18ca980fad9e7ac78fd5eac167d2ff88,30.715526,121.351073
1234,159c066d1bb4a7188559b2cde1716b53,31.116903,121.595022
1235,b29325b38c5203a4483ec0cc5b9f234d,31.460409,121.401649
1236,5fc16905efc55a36057072c41232ec81,31.157241,121.418919
1237,1192eafde43268bcbeeaa1229eba7363,31.242808,121.420927
1238,54dc732575c0de121a462016c713cf58,31.195139,121.385973
1239,a3b1a60e70b05facf8b8d598eff5a03a,31.015959,121.227509
1240,bded06ef356b4a05fea09d05e77d5433,31.054324,121.793035
1241,2b0da90a236a008031bfd086d36fe0e5,31.081475,121.523285
1242,d37f3d62f9b22479a8413cc14294df78,31.235453,121.653548
1243,a3bbeeed86760590699be92ab5305f03,31.267654,121.473299
1244,f5f613150210fe0f60bf052297b49f68,31.260903,121.618966
1245,492e0ba72b47d6ec27f2208420e42047,31.018176,121.418004
1246,ebd880fa605796e37d494246bf354769,30.908583,121.656169
1247,df0fd4cca4b06537e5db90561a336756,31.185065,121.503655
1248,24d5b0bf2efd2921741481d3bf9ac7bc,31.382812,121.242351
1249,efec0e1c62ce698f7e742026f7c2e346,31.213659,121.504661
1250,bac7024ca625fb8a42dee3aa3e3025f7,31.17939,121.754087
1251,5b0894e7e51f18a2c6dbea7ed6298773,30.934396,121.369499
1252,288786e5934692dc3bc237c410605f7f,30.766975,121.362906
1253,9712d4c6893c56bf4b2e5ed5ac4e7110,31.39034,121.272165
1254,47c4de3a088f1b7a3bfd5e0550131c10,31.395915,121.363062
1255,94e7daa5df972e42df19088dc91c9428,31.269929,121.453419
1256,bae71ba111e2642958575d59b3d05bea,31.43737,121.432451
1257,02dac821aec5ca2b8cf85bf955904905,31.121363,121.369095
1258,1c24c67899c4b1f03ed43bc291f828ee,31.046524,121.749155
1259,63b6a3cd0a91185bf870dad83cceacc3,31.215428,121.660427
1260,610cd73f92e9e8bf84d543d81ec890d5,31.370457,121.470415
1261,ed100e75953812fab3ef1d1cfee79906,30.908378,121.634574
1262,0c390ac584223a590b0a3ddcdbe6441b,31.159756,121.525433
1263,27ee3db24adb9dfdc329b45f3983c232,31.242991,121.515376
1264,79fc0b7e19772c8f70931595cca104d6,31.344291,121.487858
1265,a27cab70b7a7df509b9df22714437adb,31.064763,121.396913
1266,da4c92d71ad12a0eefbc9c1c4b51104e,31.005717,121.202014
1267,413411c703e61385f649cdfff69ee141,31.134548,121.39095
1268,865930fa3d9c113227673f578c9726ef,31.251239,121.428578
1269,b4cc28c24ba25f568fab3a900abc47eb,31.248482,121.53958
1270,2e9cc1de4993512978b6572c9f396659,31.274169,121.221302
1271,80c7e8317ae1e749889d5d1eb3f6c30d,31.207125,121.299924
1272,ab60b4abd99b1a0c65eb3d64865d2f51,31.069946,121.719641
1273,aaf02b229ddcedd1fcf087fd7352fa55,30.997412,121.247239
1274,0d5a4024a212875ea5019268c4f74463,31.335151,121.590721
1275,9fd0a4245ca8af5957fcc599fbf157b2,31.168922,121.412651
1276,0f1784a6fba51dc2983cacbad32cfab7,31.109666,121.052906
1277,fbcf0f4d823a3e1a35a8ab74d7608194,31.313065,121.417971
1278,b0a9754759421018fe2a0c01784c9eda,31.100034,121.663489
1279,54859351e250a5b2b7f1847790eb9e50,30.834815,121.197836
1280,c493b4f50358a8f1c6f5c36aac04b2d7,31.174203,121.431404
1281,7beb1e34db8953ff8353fc4814381ce5,31.147783,121.366475
1282,a6a622f32a44bdf3a4a8a6ea82db7b59,31.2317,121.546506
1283,bf1c2fb425829dba3fad7b56f8b4a18b,31.252105,121.56398
1284,c9b04c187633a0ea0dce5db560dfb65a,31.209644,121.56447
1285,65c25b065d4c0dc63cf2fd271c35f969,31.318646,121.53899
1286,292bc8e7ed34c6101f18c5eab6735c70,31.390234,121.254572
1287,1e89a9c7b1dbb6430168c44f18e7a817,30.824298,121.363989
1288,8ba844f7a2d034fd93114dbb902a0242,31.337218,121.465181
1289,3f5351e230f43169bd223d98c2dd15d6,31.455174,121.413981
1290,fd6670800d3b5704fd5ead66f3d1175a,31.235929,121.449652
1291,82f91dd16e0b346db3d1299f49f91ed3,31.468523,121.425585
1292,d5ca2201976b44f7b8d55723639fa360,31.094914,121.43682
1293,3a50576e6dce8e7e27fd2fcd81ae21ec,31.360292,121.583955
1294,88b274c937bf40962415638d99c601a3,31.187254,121.536259
1295,be3afadeb6219a36a5eede561c283d36,31.311763,121.21253
1296,d66e09b9e90afe96d841f0b2720f2397,31.24448,121.37062
1297,1825b8651d47f5ac0d2dc8efb6c47422,31.175318,121.181299
1298,cf8766f4794eba20d2469fba2e1b5219,30.935837,121.561311
1299,a587bcc0d9768aa869176ffc40cee84c,31.150483,121.491401
1300,2c1d5227ea91f64e09d6f33d570fe0e0,31.070388,121.532962
1301,2c7bca852fa736f3a17158d81ef05d5e,31.140384,121.620758
1302,89b0448882a062237872e3c84415e60e,31.180466,121.441251
1303,26e1f72b0f2721e6450d73fe477db8ae,31.271472,121.494721
1304,8f9371d8df14cdef5663193d0a103290,30.903508,121.331287
1305,40e59f71f0facda1a5cc48e1b5b25bda,31.260742,121.399188
1306,dd986df516dc66c871c28b2dbc3767bf,30.975655,121.228194
1307,e5f0cee686107e037651688b7a4009d0,31.206547,121.306923
1308,06d124726c650143d8777e5f6dd90bea,31.160199,121.557134
1309,e605bc69e35ce0bd0effd112b0030a1e,31.151539,121.41109
1310,9040f3722d9806809f846edcd132d7de,31.158559,121.319801
1311,6f068cb5a6d79e9a17f0a0efb530631d,31.150398,121.537521
1312,0316a0b0ea7e0517987fc7cd83bcb06d,31.146311,121.399951
1313,169e64135208f9e66db2c63d71e3d91e,31.219114,121.423499
1314,5357f163dce47290e2ae830cb785f4f6,31.361645,121.475443
1315,169d6d34a706caa61beef44b9ddf398a,31.123394,121.278015
1316,2d938fe0cd51c2929cdb4e70a45d6858,31.1744,121.285083
1317,82e3a801d46646c39dc2932868df35a0,30.855412,121.569454
1318,fda0f64f9a9eb5ec19a529f3529dbd5b,31.166408,121.569203
1319,691dfb17f1d4d9d8264b2b66255de753,31.136777,121.546762
1320,7aa569c40df23a114b3181082a24ff0b,31.368461,121.372259
1321,c01309bb6328ebb77316750b3cf5279d,31.260816,121.36983
1322,9cb39908fe6d9840614fc17ee1f02433,31.301749,121.457406
1323,8ed0730d4e99415101bf32cfc34d3bbc,22.522803,114.218796
1324,0622721d0be89b965a72e9a337edfe1a,31.145439,121.417433
1325,58fb8624ca1b18ab2e4f59d441e41c61,31.396351,121.44222
1326,d797f383675bbc3a8beffb6eb77cd121,31.120822,121.29001
1327,4d84f5c0a040ec481673dc3e4a06afa1,30.991472,121.430726
1328,d9cfc323b1f3c00a695bba42a49e749b,31.277766,121.433047
1329,0e89b23b6d5824cf6556d06716c65f54,31.163459,121.574025
1330,8c97188fc042721fbfbfe810d21d6c39,31.092058,121.38753
1331,2ad1dfa1b71f93491e5e24dfaa961d9f,31.209025,121.616514
1332,040f7b384a6bdf331e44442f824692eb,30.716187,121.349498
1333,d869f3ecc8bbed0ff1ecd921c3eecd0b,30.895699,121.478289
1334,3a809bf0e525198c955aa571f8514bc7,31.453478,121.256429
1335,dc8e6ffedaacba0548ba4a848c9d635a,31.156874,121.348458
1336,a5d1fbcd9f75c5b98540da7f6cd26096,30.908378,121.634574
1337,ae2597844cbca6bf16decc3863b2519a,31.32719,121.53013
1338,deae14bd2d6ff854ba1f2c800bf06e8c,31.273242,121.499598
1339,7cfdb60f3c435a77b1d626500ea84d70,30.93817,121.865652
1340,d29bf60fc1d6b632126a12759259bfec,31.109806,121.242241
1341,9485f0cd8536a6478e2d4f0359cc9b44,31.318661,121.194317
1342,22129c68458ebc1365261174c778f099,31.176807,121.251063
1343,3b092b890e11b4611d015e0bcadb2644,31.035151,121.544702
1344,7dfd64301189cd1b91361d17c656a991,31.098558,121.377147
1345,52ce264b94de1105f3b45372706e7f6c,31.294885,121.244609
1346,ba69841e76c8098f669b10ecd9e89972,31.414397,121.481621
1347,d28a6f4469c60ca46e46abac9d071d82,30.929412,121.460403
1348,0cdf0d120401bcbd2102264c7c5bd0cb,31.106759,121.398956
1349,6020a25b0c6cfb3f059c40900b25a1f1,30.915686,121.462098
1350,c4b52a977dc7219bb3bea7f8cca9c477,31.180763,121.476049
1351,10c60bea2062e42396108fd2c6160c69,31.265321,121.503333
1352,5608785e97835ca3871aebfb68097a83,31.274417,121.257132
1353,dea79fa662d70a15f6d22d8b40e7825d,31.26338,121.433161
1354,46c6c6bf7bfcb0ea14b2c259f1a0d32c,31.427978,121.433301
1355,781f8eb66b39b28b9f164402ec409c53,31.396351,121.44222
1356,7048ce536cfee431576793dddc115455,31.112344,121.480257
1357,2c2350d929b9783263c1d7fffe184627,31.096053,121.518157
1358,dd52d8549b7b2f5ad571dfe3be78e2ce,31.111396,121.379353
1359,e646f8c935222ff7abf3f0f80705c909,30.966714,121.771375
1360,6ff602dc28513c1b4cbe21e076109901,31.210891,121.3779
1361,bcd765cd5906dd6705750e41571f27e1,31.109271,121.617421
1362,f551ca0fa60d3ffc780dff4dd2b4725e,31.117005,121.271194
1363,51dd24d852983e5228d37b9d66292aa8,31.201279,121.709485
1364,940e12a0511b91a9d6f04c033848abd2,30.774911,121.259927
1365,aacec7682969c72d5410c4c9caf200f9,31.364503,121.391608
1366,9a8302ec435cf8d54627194af3c02ca3,31.239726,121.139516
1367,ea0da44a6e164f05bfc806c6dcfce55f,31.077825,121.33981
1368,578be762ff643dee7b46393d3d0631f6,31.266813,121.512658
1369,fc4e9dd8ff51ae015d6846915d2ab572,31.293561,121.362372
1370,6a39aa889b463577abe807dfed30f5c7,31.158202,121.389411
1371,8ed09e9da4468ce6fae2c3036337a5f7,31.072213,121.658885
1372,094cdc5e533cfcf979e434b4131bcd5e,31.25901,121.65797
1373,2d2bceae5436605947a15be7f3d6b45e,31.036987,121.386554
1374,e3114df5cb3103eddf123b2b0fcbb701,30.929919,121.206039
1375,4aab7c5be7e1632d8af9c4b181e67ede,31.2355,121.417315
1376,cca111636c501fd9125babc27ff5734a,31.403259,121.447841
1377,4090578e50fbb48e893fe14727a4a6b6,31.157677,121.424531
1378,3d60d8b46425b010e6fb2ff99c9f63a2,31.040309,121.308498
1379,ed367f99441360caee5658e328b7600d,31.354948,121.496863
1380,01b8654a6cd3923fd506e11bdee723bb,31.243446,121.675041
1381,59a17b62fe4acdab3558334994578748,31.17023,121.337413
1382,da734c808647c8bc83145e422717129a,31.324464,121.387532
1383,562bf0feeff44ef927e806204f3fc53d,31.171648,121.110276
1384,ca3a82d609d70f73f2b4502754afc3b9,31.165339,121.427732
1385,da16e86faa480c3c3eaee0e7e4279c30,31.355465,121.412867
1386,2e452cb606800b526bb42dae8583a2a6,31.23593,121.220028
1387,0f2893aadd4e3f3b2c6bbde7ce2d0657,31.116535,121.678055
1388,e7be6e7a2278cae078cae555b984fdb1,31.035283,121.246093
1389,20c4cb27e6cef60ca8e76485936f03e8,31.265705,121.420959
1390,17aa9575d0cc882886936cef366778a5,31.459469,121.412299
1391,52e7e8be7c0e0a912c34efe2692c27bb,31.162868,121.448422
1392,c2d96c965fb89602d14b55c2d4cd5006,31.344675,121.443963
1393,e0c32202212ed60c8e07fd7bba8baf9a,31.134548,121.39095
1394,df366c97e9cf5f88ea7debeffecd7dff,31.152157,121.514858
1395,d4108d7acfa625de678ffb9ac0e97045,31.288777,121.390078
1396,2571d552437112102562d524bdf9a76a,31.280339,121.402957
1397,c7b70952deb77467daab1f12537ff4af,31.290434,121.425041
1398,33097c15886be20254b40088447409ed,31.311329,121.495756
1399,9dd04b7ea483a985c1bcd6457bb6eb84,31.275929,121.473484
1400,a7eadd1c6a2f1d20f9668aad6fb69528,31.216371,121.601926
1401,495b5d1ed7c12e47afd242bf1fe3ec2a,31.07195,121.150279
1402,22b99103deaf8ee81b209ec74d09a2fc,31.149689,121.531301
1403,4fb20760f68df4098fa7f6438d8724d5,31.046945,121.764826
1404,34c91f4f1299b7658c845a0608307e1d,31.190301,121.566862
1405,4ddb7b062e7a4cafc78f631d82e06ab9,31.069946,121.719641
1406,59754beff0258ff3d9fd7737efdc6ed5,31.305522,121.483135
1407,5dc0120eb20d39a08ae955c221c1d4fa,31.177646,121.555355
1408,2d7ca114ca7f1654ee3cbf66d3ac774e,31.139721,121.673912
1409,5c57235d27bdd9a1138420a645dbaf39,31.323113,121.616609
1410,9b3e575d3b4a73c44e8d9b95a3b69e6b,31.232639,121.705254
1411,9f93afa382781038c78fbc40e61c4b9e,31.382812,121.242351
1412,056f1f69e807896c5b83b08c9f0678b4,31.30835,121.657013
1413,fe4e75e88a61788b8c7b48774ba0d808,31.28386,121.530324
1414,c63e318a3f30bd33c1ac001875c80cbf,31.241762,121.50497
1415,e706a9edd97f51aa775dc15cf742ec6a,31.19382,121.49524
1416,fafda3f5b06303cc153c14a860264184,31.15228,121.118001
1417,ed7c5b73af3f5a683f7c0ff0f9682820,31.099642,121.449578
1418,df9a0403c92f4843e31fec7273628b14,31.146311,121.399951
1419,61cacbedcfd6e2369823b61443db6149,31.148848,121.314851
1420,50b811df28c23dfd6365bbea4399c746,31.358014,121.37617
1421,cc67e8db129f0b23d9f31c37d7b78adb,31.109806,121.242241
1422,a90f65084b640278bf65d140c931c84d,31.109649,121.402441
1423,22900c63fad075672c5fc1e14c5cfd35,31.049556,121.600672
1424,1d8215e0815e43e517a4d645b6698b08,31.232729,121.566935
1425,2e1389bbf06bfe8c2bfc3b7e56f4683e,31.273242,121.499598
1426,6816f96cb239a96457a4ab7c99ad161f,30.969483,121.53972
1427,21dc966c83304ae53c988fd28b6f916e,31.11674,121.586334
1428,ac64161f7f7cc95bd8c866b47ae7b1a4,31.250271,121.406561
1429,a24ef2958c55c444a87ef14c8fa089ef,31.059755,121.389723
1430,e9813f4bba2639732c38aeb9472cd417,31.263651,121.573401
1431,af365b2a27b1a8655bfa44172c5fc57a,30.771941,121.373524
1432,6da4b8b527a117d032bb088e4fd7b119,31.121127,121.243829
1433,15ed416e691f16bb74b14460d2ea759e,31.202395,121.6278
1434,8b24334c86b1f0a46c53d0d900ad3c18,31.273242,121.499598
1435,83be05a3dc340771e0489714bccbeac9,31.161027,121.722478
1436,bade197b8bb4aeebfde468d260658f2d,31.036987,121.386554
1437,879e97ff4262e45f657ec69a3fa5b84f,31.241362,121.395822
1438,452bfacadcf3d6edee005767e1296e74,31.06623,121.321933
1439,7e0eec5142c5fd0c8fde31f3af6ae2a8,31.319077,121.331853
1440,97ea4561886165a752380986f37e0d24,31.299261,121.578516
1441,06c1aa278617f213304e54ac11e933a8,31.211598,121.439406
1442,08cc28c45dfae361ad493d5ea403f3b5,31.226966,121.53174
1443,d049e5f4a845118899138f4c9ad0c62b,31.225318,121.437806
1444,1f561af278a6d87469cda52b7a3ca39d,31.116791,121.166516
1445,bf9e2ca6ec6adb556f93b6cfbf7ca974,30.85108,121.855994
1446,756fb854e28f46a4ab775c70825ecd5f,31.205813,121.413544
1447,5231c873d9858dc9307a6a25105aa5ce,31.230287,121.557116
1448,c1aa47ee497c40fd61d780739d750159,31.270369,121.443633
1449,fa8c2ce775dd9d5f69e1786447c63f76,31.019533,121.388705
1450,3bcff72dbaccb48bdba4ad43bd890aa7,31.160079,121.37079
1451,b3334943ce67858ef5f6d3d5ce2121be,31.302,121.670498
1452,a070fb54cd69e056f1a0753bc07e753f,30.991472,121.430726
1453,6225eafa22782df9630d26cd045b7874,31.051162,121.311884
1454,1f5034c966ea0d2495e471d13f7bc8de,31.178033,121.487803
1455,a624b59cc7f9bb439f155dd27825127b,31.242893,121.465382
1456,d88159c89f8a91dbf64c531f596b96a3,31.198048,121.604048
1457,df17483962f6cf2443d0c91909412471,31.17762,121.511042
1458,cf4f7ff09b64089be2594a21294798c7,31.280867,121.656939
1459,6cb9c874fad80f84f06ed09db7a06ba1,31.213582,121.38377
1460,ccfcd2429a7c2c7c85498b4607063458,31.069757,121.399847
1461,0d53caf1841eef9ecdc884dea0d49be7,31.318974,121.412838
1462,0c8a520cf23146cc196e617f73334c27,31.120864,121.389141
1463,cf425ef99a675a30e19895f9c5ed35e2,31.116103,121.43571
1464,5cd97227432e2a96621dc041ffd37a8e,31.210843,121.491168
1465,76d8f2b0b541d17445932cfead926247,31.312291,121.46631
1466,6c895bdf78300c3b51d7459598ff51fa,31.3065,121.429743
1467,2a993dc8d800eee64432646ef6953162,31.237944,121.693732
1468,fbd4491c7dc0ffe0f3c9e74f7bc6d954,31.158515,121.1384
1469,b2dc705362569a9905254d4d3d50d3a1,30.945306,121.729327
1470,965ddcdf80c7d95d8128dc4fd16eaf4c,31.26748,121.57859
1471,596db1fc2180146773e904f1ad9a180f,31.019246,121.250749
1472,74f1a2927948521b001f7f3807a4d07e,30.918205,121.509992
1473,729d37ece14e126ef5f94ffd568e3365,31.388641,121.444174
1474,64a552b5612234b965bd482ecf8d0fa2,31.246059,121.362706
1475,593492577da548d1d6a05e052bd4f787,30.747024,121.287991
1476,c45d26b5705e7b719c59baaca7f90394,31.316181,121.405014
1477,27a2966b10008764956317bea0417b85,31.080824,121.390896
1478,3e42eaf6a6fe3debd00ef7cdac0f0c92,31.32719,121.53013
1479,839d98125a7b4b06c71d2729e5010d52,31.176978,121.499522
1480,a07ae6907ae6c830b7b178e1e335920f,31.395915,121.363062
1481,b2ea6a62cceb3bdd479b5c649ad95306,31.241274,121.36272
1482,4c8f255ac8bebc20d6506971e21e6756,31.228047,121.425893
